contact_id,contact_name,customer_name,vendor_name,contact_number,company_name,website,language_code,language_code_formatted,contact_type,contact_type_formatted,status,customer_sub_type,source,is_linked_with_zohocrm,payment_terms,payment_terms_id,payment_terms_label,currency_id,twitter,facebook,currency_code,outstanding_receivable_amount,outstanding_receivable_amount_bcy,outstanding_payable_amount,outstanding_payable_amount_bcy,unused_credits_receivable_amount,unused_credits_receivable_amount_bcy,unused_credits_payable_amount,unused_credits_payable_amount_bcy,first_name,last_name,email,phone,mobile,portal_status,portal_status_formatted,created_time,created_time_formatted,last_modified_time,last_modified_time_formatted,custom_fields,contactperson_custom_fields,tags,ach_supported,has_attachment
6060812000015653833,Ronnie Bridges,Williams PLC,"Williamson, Esparza and Barker",001-413-712-5769x817,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nicholas,Carr,,566-905-2482,(931)395-2249,disabled,Disabled,2026-06-21 11:29:14.000000 UTC,21/06/2026,2026-06-21 11:29:14.000000 UTC,21/06/2026,[],[],[],False,False
6060812000004767912,Kaitlyn Mitchell,Gonzalez-Odonnell,"Walker, Powell and Anderson",001-718-434-8761x79049,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monica,Chaney,,001-770-440-4264x226,(996)369-2245x1904,disabled,Disabled,2025-09-08 09:53:36.000000 UTC,08/09/2025,2025-12-06 10:30:54.000000 UTC,06/12/2025,[],[],[],False,False
6060812000009429877,Eric Smith,Stewart Inc,Acevedo Group,(242)790-6417,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jennifer,,,,,disabled,Disabled,2026-01-31 11:22:21.000000 UTC,31/01/2026,2026-02-16 10:09:13.000000 UTC,16/02/2026,[],[],[],False,False
6060812000000224313,Christopher Garcia,Espinoza-Ayers,Cox-Leon,+1-671-612-9688,,,,,customer,Customer,active,individual,csv,False,0,,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,(237)810-6766x150,,disabled,Disabled,2025-03-26 08:15:20.000000 UTC,26/03/2025,2025-05-27 08:12:21.000000 UTC,27/05/2025,[],[],[],False,False
6060812000006994267,Melissa Baker,"Neal, Wallace and Flores","Gonzalez, Hawkins and Patel",001-741-284-0797x4278,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,Nicholas,Lucas,,3692798879,557-527-9478x21918,disabled,Disabled,2025-12-01 06:32:04.000000 UTC,01/12/2025,2026-05-12 08:33:20.000000 UTC,12/05/2026,[],[],[],False,False
6060812000010366866,Sierra Davies,Johnson-Gonzalez,Sanford Group,001-380-789-3136,Ruth Achilla,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joseph,,,+1-325-693-2635,(726)298-0292x0560,disabled,Disabled,2026-02-22 07:20:56.000000 UTC,22/02/2026,2026-02-22 07:20:56.000000 UTC,22/02/2026,[],[],[],False,False
6060812000010795758,Crystal Martinez,Blair PLC,Gray-Haas,+1-416-360-6838,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,disabled,Disabled,2026-03-08 07:40:42.000000 UTC,08/03/2026,2026-03-08 07:40:42.000000 UTC,08/03/2026,[],[],[],False,False
6060812000014942778,Richard Davis,"Brown, Herrera and Cooper",Berry-Wilson,001-878-419-4770x315,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ann,Diaz,,669.868.0433x838,,disabled,Disabled,2026-06-09 11:41:30.000000 UTC,09/06/2026,2026-06-09 11:41:30.000000 UTC,09/06/2026,[],[],[],False,False
6060812000002081071,Stephanie Morris,Hicks LLC,Weaver-Russell,691-579-5488x3957,,,en,English,customer,Customer,active,individual,user,False,0,,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James,Vargas,,001-646-553-7373x0427,,disabled,Disabled,2025-05-13 07:41:05.000000 UTC,13/05/2025,2025-05-14 08:25:26.000000 UTC,14/05/2025,[],[],[],False,False
6060812000005496139,Frank Macias,Sanders Ltd,Schmidt-Mccoy,671.559.1250x3877,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regina,Rose,,(211)837-1194x34075,,disabled,Disabled,2025-10-17 06:46:07.000000 UTC,17/10/2025,2025-10-17 06:46:07.000000 UTC,17/10/2025,[],[],[],False,False
6060812000000715974,David Johnson,"Ayers, Fischer and Davis","Mcintyre, Brown and Green",228.575.7437x233,,,en,English,customer,Customer,active,individual,user,True,0,,Due On Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kelly,Johnson,,516.621.4103,2167079586,disabled,Disabled,2025-04-03 09:39:10.000000 UTC,03/04/2025,2025-05-14 08:25:42.000000 UTC,14/05/2025,[],[],[],False,False
6060812000000222879,Julie Johnson,"Adams, Warren and Gardner",Hernandez PLC,5814518582,,,en,English,customer,Customer,active,individual,csv,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin,,,,,disabled,Disabled,2025-03-26 08:14:42.000000 UTC,26/03/2025,2025-12-04 10:32:19.000000 UTC,04/12/2025,[],[],[],False,False
6060812000000212303,Mr. Johnathan Flores DDS,Williams-Bell,Holden-Stevens,+1-670-429-3869,,,en,English,customer,Customer,active,individual,csv,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeffrey,,,468.412.5069x5811,,disabled,Disabled,2025-03-26 08:10:02.000000 UTC,26/03/2025,2025-10-17 09:30:23.000000 UTC,17/10/2025,[],[],[],False,False
6060812000006515261,Amanda Melton,Ayers LLC,Washington Group,502.520.6484x249,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joseph,,,9553336831,(622)554-9123x49479,disabled,Disabled,2025-11-24 07:26:49.000000 UTC,24/11/2025,2025-11-24 07:26:49.000000 UTC,24/11/2025,[],[],[],False,False
6060812000006650067,Robert Hines,"Calderon, Mccoy and Barajas",Miller-Cardenas,6649973603,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anthony,Pope,,688.613.6844x036,(279)262-3411x90463,disabled,Disabled,2025-11-28 06:03:26.000000 UTC,28/11/2025,2025-11-28 06:03:26.000000 UTC,28/11/2025,[],[],[],False,False
6060812000000222575,Sarah Cole,"Munoz, Fry and Parks",Cook-Harris,+1-703-920-4441x51524,,,,,customer,Customer,active,individual,csv,False,0,,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6063376166,,disabled,Disabled,2025-03-26 08:14:36.000000 UTC,26/03/2025,2025-03-26 08:14:36.000000 UTC,26/03/2025,[],[],[],False,False
6060812000005375979,Shane Vaughn,Young LLC,Martinez PLC,001-765-449-8931x0728,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brittany,,,2046607774,342.285.5648x475,disabled,Disabled,2025-10-09 14:51:02.000000 UTC,09/10/2025,2025-10-09 14:51:02.000000 UTC,09/10/2025,[],[],[],False,False
6060812000000760697,James Morgan,Grimes-Morris,Olson Ltd,001-882-309-7718x207,,,en,English,customer,Customer,active,individual,user,True,0,,Due On Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sarah,Tyler,,001-782-238-4687,+1-808-804-9708x06496,disabled,Disabled,2025-04-05 10:05:09.000000 UTC,05/04/2025,2025-05-14 08:25:24.000000 UTC,14/05/2025,[],[],[],False,False
6060812000004680474,Anna Delacruz,Flynn PLC,"Woodward, Love and Graves",001-738-382-8316x8770,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Cameron,,307.903.6504x8408,,disabled,Disabled,2025-09-03 12:50:38.000000 UTC,03/09/2025,2025-12-06 10:16:07.000000 UTC,06/12/2025,[],[],[],False,False
6060812000000223477,Amanda Hill,Potts Group,"Kerr, Armstrong and Zavala",7846615319,,,en,English,customer,Customer,active,individual,csv,True,0,,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kimberly,Pineda,,+1-373-918-5647x53699,,disabled,Disabled,2025-03-26 08:14:57.000000 UTC,26/03/2025,2025-10-27 05:49:22.000000 UTC,27/10/2025,[],[],[],False,False
6060812000015452247,Natasha Wright,Jones Group,"Roach, Peterson and Tapia",+1-892-359-0187,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christopher,,,466.303.0975x75521,+1-876-847-9188,disabled,Disabled,2026-06-16 10:36:51.000000 UTC,16/06/2026,2026-06-16 10:36:51.000000 UTC,16/06/2026,[],[],[],False,False
6060812000000226793,Andrea Edwards,Jones Inc,"Blackwell, Burgess and Anthony",001-464-774-1193x555,,,,,customer,Customer,active,individual,csv,False,0,,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,disabled,Disabled,2025-03-26 08:16:20.000000 UTC,26/03/2025,2025-05-14 08:25:39.000000 UTC,14/05/2025,[],[],[],False,False
6060812000009347756,Kevin Crawford,Hernandez-Burns,Dominguez-Williams,(492)907-8901,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maria,Smith,,8855369973,,disabled,Disabled,2026-01-29 06:53:40.000000 UTC,29/01/2026,2026-01-29 06:53:40.000000 UTC,29/01/2026,[],[],[],False,False
6060812000000218473,Sandra Dennis,Combs LLC,"Williams, Gomez and Lopez",001-980-345-3809x1824,,,en,English,customer,Customer,active,individual,csv,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sheri,,,472.910.7051,,disabled,Disabled,2025-03-26 08:12:55.000000 UTC,26/03/2025,2025-10-19 12:58:13.000000 UTC,19/10/2025,[],[],[],False,False
6060812000000216157,Katie Ramirez,Bean-Wilson,Hammond Ltd,+1-772-803-8225,,,en,English,customer,Customer,active,individual,csv,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary,,,729-659-5566x24428,,disabled,Disabled,2025-03-26 08:11:55.000000 UTC,26/03/2025,2025-10-18 14:43:07.000000 UTC,18/10/2025,[],[],[],False,False
6060812000014584501,Stephen Hughes,"Cunningham, Young and Larsen",Price Group,315-804-9545,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryan,Smith,,9456522766,,disabled,Disabled,2026-06-04 06:15:09.000000 UTC,04/06/2026,2026-06-04 06:49:04.000000 UTC,04/06/2026,[],[],[],False,False
6060812000014865415,Mario Yang,Briggs PLC,Thomas-Simpson,+1-514-544-8326x5942,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ashley,,,692.451.5308,001-214-816-9079x130,disabled,Disabled,2026-06-07 07:47:29.000000 UTC,07/06/2026,2026-06-07 07:48:07.000000 UTC,07/06/2026,[],[],[],False,False
6060812000015334568,Fernando Ortega,"Anderson, Sandoval and Cox",Nelson Ltd,701-401-4173,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Debra,Ross,,580.969.4328x0066,001-951-483-6872x642,disabled,Disabled,2026-06-13 07:31:29.000000 UTC,13/06/2026,2026-06-13 07:31:29.000000 UTC,13/06/2026,[],[],[],False,False
6060812000000217789,Ashley Allen,"Walton, Reed and Moses",Martinez PLC,001-971-674-5566x392,,,en,English,customer,Customer,active,individual,csv,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Derek,,,+1-465-718-7185,,disabled,Disabled,2025-03-26 08:12:38.000000 UTC,26/03/2025,2025-10-19 11:41:59.000000 UTC,19/10/2025,[],[],[],False,False
6060812000006264148,Holly Jones,Young-Doyle,"Dawson, Burke and Knox",(991)832-0456,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Susan,,,(811)555-2240x7160,(702)993-9066,disabled,Disabled,2025-11-15 07:04:47.000000 UTC,15/11/2025,2026-06-17 05:39:55.000000 UTC,17/06/2026,[],[],[],False,False
6060812000000216855,Zachary Cox,Barrera-Rodriguez,Saunders LLC,001-789-731-5290x431,,,en,English,customer,Customer,active,individual,csv,True,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Gonzalez,,496-632-3545x2848,,disabled,Disabled,2025-03-26 08:12:14.000000 UTC,26/03/2025,2025-10-19 09:59:39.000000 UTC,19/10/2025,[],[],[],False,False
6060812000010965599,Nancy Obrien,Robinson-Lee,Perez-Mcintyre,+1-998-627-1052x916,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan,Hall,,937.684.5247x873,,disabled,Disabled,2026-03-13 11:22:13.000000 UTC,13/03/2026,2026-03-13 11:22:13.000000 UTC,13/03/2026,[],[],[],False,False
6060812000000221893,Brent Mitchell,Wright-Vasquez,Johnson-White,4134232737,,,en,English,customer,Customer,active,individual,csv,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David,,,542-589-3340,,disabled,Disabled,2025-03-26 08:14:18.000000 UTC,26/03/2025,2025-10-20 13:29:29.000000 UTC,20/10/2025,[],[],[],False,False
6060812000005929237,Thomas Owen,"Howard, Johnson and Hill","Clark, Hart and Jordan",969-331-1168,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anthony,Copeland,,+1-588-716-5265,,disabled,Disabled,2025-11-06 08:11:40.000000 UTC,06/11/2025,2025-11-06 08:11:40.000000 UTC,06/11/2025,[],[],[],False,False
6060812000004673901,Tina Hunter,Carter-Kelly,Benton Inc,276.814.2624x4229,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Patrick,,,001-654-445-2839x350,001-836-914-0219x73143,disabled,Disabled,2025-09-03 10:44:25.000000 UTC,03/09/2025,2026-04-16 12:37:53.000000 UTC,16/04/2026,[],[],[],False,False
6060812000010795512,Todd Lawrence,Kaufman Group,"Gilbert, Solis and Matthews",556.745.6582x41151,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kristopher,,,001-489-728-4444x1651,732.200.7452x342,disabled,Disabled,2026-03-07 15:27:43.000000 UTC,07/03/2026,2026-03-07 15:27:43.000000 UTC,07/03/2026,[],[],[],False,False
6060812000015653778,Kelly Robinson,"Patterson, Thomas and Camacho","Webster, Edwards and Gross",9256626202,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dawn,,,+1-215-372-1479x132,001-259-876-8873x5288,disabled,Disabled,2026-06-21 11:25:13.000000 UTC,21/06/2026,2026-06-21 11:25:13.000000 UTC,21/06/2026,[],[],[],False,False
6060812000000215985,Timothy Bradford,Thompson-Davis,Smith-Kent,+1-502-417-5442,,,en,English,customer,Customer,active,individual,csv,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Todd,,,,,disabled,Disabled,2025-03-26 08:11:51.000000 UTC,26/03/2025,2025-10-18 14:26:00.000000 UTC,18/10/2025,[],[],[],False,False
6060812000001809589,Alan Lee,Farley-Hill,Garcia-Carrillo,(250)642-7423,,,en,English,customer,Customer,active,individual,user,True,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bryan,Martin,,4698993166,,disabled,Disabled,2025-05-02 07:15:46.000000 UTC,02/05/2025,2025-10-19 12:58:55.000000 UTC,19/10/2025,[],[],[],False,False
6060812000009320559,Tammie Daniel,Kirk-Sandoval,Stephens and Sons,523-492-6820,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Samantha,,,,,disabled,Disabled,2026-01-28 09:55:22.000000 UTC,28/01/2026,2026-05-09 10:17:12.000000 UTC,09/05/2026,[],[],[],False,False
6060812000006020067,Henry Pierce,"Thompson, Lee and Walker",Hatfield LLC,879-443-9092x9137,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Clark,,001-901-636-9306,,disabled,Disabled,2025-11-10 11:48:28.000000 UTC,10/11/2025,2025-11-10 11:48:28.000000 UTC,10/11/2025,[],[],[],False,False
6060812000006268401,Victor Hunt,Casey-Jackson,Diaz-Stewart,001-863-663-5357,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pamela,Morgan,,945.552.1645,+1-664-348-0077,disabled,Disabled,2025-11-15 09:08:00.000000 UTC,15/11/2025,2025-11-15 09:08:00.000000 UTC,15/11/2025,[],[],[],False,False
6060812000015084047,Kerry Bates DVM,"Macdonald, Hill and Quinn",Burton PLC,686.578.4590x5087,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean,,,878.752.0277,001-733-536-2868x25656,disabled,Disabled,2026-06-11 08:53:28.000000 UTC,11/06/2026,2026-06-11 08:53:28.000000 UTC,11/06/2026,[],[],[],False,False
6060812000001540966,William Hall,Webb PLC,Burns PLC,627-581-1191x5223,,,en,English,customer,Customer,active,individual,user,True,0,,Due On Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thomas,Foster,,(497)263-5276,,disabled,Disabled,2025-04-23 11:08:49.000000 UTC,23/04/2025,2025-12-06 10:38:12.000000 UTC,06/12/2025,[],[],[],False,False
6060812000000734129,Natalie Carey,Watson-Flores,"Green, Stevens and Gardner",533-465-0054x0718,,,en,English,customer,Customer,active,individual,user,True,0,,Due On Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan,Mitchell,,372-838-5671x0851,,disabled,Disabled,2025-04-03 15:08:12.000000 UTC,03/04/2025,2025-05-14 08:25:31.000000 UTC,14/05/2025,[],[],[],False,False
6060812000000212561,Jeffrey Perez,Solomon and Sons,Rose Group,730.529.3560x7916,,,en,English,customer,Customer,active,individual,csv,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James,,,(645)932-8910x368,,disabled,Disabled,2025-03-26 08:10:09.000000 UTC,26/03/2025,2025-10-17 09:57:03.000000 UTC,17/10/2025,[],[],[],False,False
6060812000014635331,Andrea Burns,Lopez and Sons,Conrad Ltd,(925)732-6649x98279,,,en,English,customer,Customer,active,individual,user,False,0,6.060812000003371e+18,Due on Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Levi,,,,,disabled,Disabled,2026-06-05 09:02:24.000000 UTC,05/06/2026,2026-06-05 09:02:24.000000 UTC,05/06/2026,[],[],[],False,False
6060812000000215651,Vincent Kemp,Mcdaniel-Peterson,"Davis, Peterson and Holland",486-781-1985x00972,,,en,English,customer,Customer,active,individual,csv,False,0,,Due On Receipt,6060812000000091107,,,KES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sarah,,,689.867.0394,,disabled,Disabled,2025-03-26 08:11:42.000000 UTC,26/03/2025,2025-10-18 11:07:01.000000 UTC,18/10/2025,[],[],[],False,False
